Numero nacional;Pokemon;Seccion;Modo;Tablero;Zona;Metodo;Flechas;Porcentaje referencia;Detalle
412;Burmy;Normal;Gen 4;Ruby;Forest;Caza;3;12,5%;
412;Burmy;Normal;Gen 4;Zafiro;Forest;Caza;2;12,5%;
412;Burmy;Normal;Gen 4;Zafiro;Forest;Caza;3;12,5%;
412;Burmy;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
412;Burmy;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
413;Wormadam;Normal;;;;Evolucion;;;"Evolucion de Burmy (rama base; en Gen 4/RANDOM se prioriza si falta y se elige en Ruby si ambas estan capturadas)"
414;Mothim;Normal;;;;Evolucion;;;"Evolucion de Burmy (Gen 4/RANDOM: si falta y la otra rama ya esta capturada; si ambas estan capturadas, Zafiro)"
415;Combee;Normal;Gen 4;Ruby;Forest;Caza;2;12,5%;
415;Combee;Normal;Gen 4;Ruby;Forest;Caza;3;12,5%;
415;Combee;Normal;Gen 4;Zafiro;Forest;Caza;2;12,5%;
415;Combee;Normal;Gen 4;Zafiro;Forest;Caza;3;12,5%;
415;Combee;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
415;Combee;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
416;Vespiquen;Normal;;;;Evolucion;;;Evolucion de Combee
417;Pachirisu;Normal;Gen 4;Ruby;Plains;Caza;2;12,5%;
417;Pachirisu;Normal;Gen 4;Ruby;Plains;Caza;3;12,5%;
417;Pachirisu;Normal;Gen 4;Zafiro;Plains;Caza;2;12,5%;
417;Pachirisu;Normal;Gen 4;Zafiro;Plains;Caza;3;12,5%;
417;Pachirisu;Normal;Gen 4;Zafiro;Wilderness;Caza;2;12,5%;
417;Pachirisu;Normal;Gen 4;Zafiro;Wilderness;Caza;3;12,5%;
417;Pachirisu;Normal;Gen 4;Ruby;City;Caza;2;12,5%;
417;Pachirisu;Normal;Gen 4;Ruby;City;Caza;3;12,5%;
417;Pachirisu;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
417;Pachirisu;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
417;Pachirisu;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
417;Pachirisu;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
418;Buizel;Normal;Gen 4;Ruby;Ocean;Caza;2;12,5%;
418;Buizel;Normal;Gen 4;Ruby;Ocean;Caza;3;25%;
418;Buizel;Normal;Gen 4;Zafiro;Ocean;Caza;2;12,5%;
418;Buizel;Normal;Gen 4;Zafiro;Ocean;Caza;3;25%;
418;Buizel;Normal;Gen 4;Zafiro;Lake;Caza;2;12,5%;
418;Buizel;Normal;Gen 4;Zafiro;Lake;Caza;3;12,5%;
418;Buizel;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
418;Buizel;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
418;Buizel;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
419;Floatzel;Normal;;;;Evolucion;;;Evolucion de Buizel
420;Cherubi;Normal;Gen 4;Ruby;Forest;Caza;2;12,5%;
420;Cherubi;Normal;Gen 4;Ruby;Forest;Caza;3;12,5%;
420;Cherubi;Normal;Gen 4;Zafiro;Forest;Caza;2;12,5%;
420;Cherubi;Normal;Gen 4;Zafiro;Forest;Caza;3;12,5%;
420;Cherubi;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
420;Cherubi;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
421;Cherrim;Normal;;;;Evolucion;;;Evolucion de Cherubi
422;Shellos;Normal;Gen 4;Ruby;Ocean;Caza;2;25%;
422;Shellos;Normal;Gen 4;Ruby;Ocean;Caza;3;12,5%;
422;Shellos;Normal;Gen 4;Zafiro;Ocean;Caza;2;25%;
422;Shellos;Normal;Gen 4;Zafiro;Ocean;Caza;3;12,5%;
422;Shellos;Normal;Gen 4;Zafiro;Lake;Caza;2;12,5%;
422;Shellos;Normal;Gen 4;Zafiro;Lake;Caza;3;12,5%;
422;Shellos;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
422;Shellos;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
422;Shellos;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
423;Gastrodon;Normal;;;;Evolucion;;;Evolucion de Shellos
424;Ambipom;Normal;;;;Evolucion;;;Evolucion de Aipom
425;Drifloon;Normal;Gen 4;Ruby;Ruin;Caza;2;12,5%;
425;Drifloon;Normal;Gen 4;Ruby;Ruin;Caza;3;12,5%;
425;Drifloon;Normal;Gen 4;Zafiro;Ruin;Caza;2;12,5%;
425;Drifloon;Normal;Gen 4;Zafiro;Ruin;Caza;3;12,5%;
425;Drifloon;Normal;Gen 4;Ruby;City;Caza;2;12,5%;
425;Drifloon;Normal;RANDOM;Ruby;City;Candidato a caza;;;2 flechas
425;Drifloon;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
425;Drifloon;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
426;Drifblim;Normal;;;;Evolucion;;;Evolucion de Drifloon
427;Buneary;Normal;Gen 4;Ruby;Forest;Caza;2;12,5%;
427;Buneary;Normal;Gen 4;Ruby;Forest;Caza;3;12,5%;
427;Buneary;Normal;Gen 4;Zafiro;Forest;Caza;2;12,5%;
427;Buneary;Normal;Gen 4;Zafiro;Forest;Caza;3;12,5%;
427;Buneary;Normal;RANDOM;Ruby;Forest;Candidato a caza;;;2/3 flechas
427;Buneary;Normal;RANDOM;Zafiro;Forest;Candidato a caza;;;2/3 flechas
428;Lopunny;Normal;;;;Evolucion;;;Evolucion de Buneary
429;Mismagius;Normal;;;;Evolucion;;;Evolucion de Misdreavus
430;Honchkrow;Normal;;;;Evolucion;;;Evolucion de Murkrow
431;Glameow;Normal;Gen 4;Ruby;Plains;Caza;2;12,5%;
431;Glameow;Normal;Gen 4;Ruby;Plains;Caza;3;12,5%;
431;Glameow;Normal;Gen 4;Zafiro;Plains;Caza;2;12,5%;
431;Glameow;Normal;Gen 4;Zafiro;Plains;Caza;3;12,5%;
431;Glameow;Normal;Gen 4;Zafiro;Wilderness;Caza;2;12,5%;
431;Glameow;Normal;Gen 4;Zafiro;Wilderness;Caza;3;12,5%;
431;Glameow;Normal;Gen 4;Ruby;City;Caza;2;12,5%;
431;Glameow;Normal;Gen 4;Ruby;City;Caza;3;12,5%;
431;Glameow;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
431;Glameow;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
431;Glameow;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
431;Glameow;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
432;Purugly;Normal;;;;Evolucion;;;Evolucion de Glameow
433;Chingling;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;8%;
433;Chingling;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;8%;
433;Chingling;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
433;Chingling;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
434;Stunky;Normal;Gen 4;Ruby;Plains;Caza;2;12,5%;
434;Stunky;Normal;Gen 4;Ruby;Plains;Caza;3;12,5%;
434;Stunky;Normal;Gen 4;Zafiro;Plains;Caza;2;12,5%;
434;Stunky;Normal;Gen 4;Zafiro;Plains;Caza;3;12,5%;
434;Stunky;Normal;Gen 4;Ruby;Volcano;Caza;2;12,5%;
434;Stunky;Normal;Gen 4;Zafiro;Wilderness;Caza;2;12,5%;
434;Stunky;Normal;Gen 4;Zafiro;Wilderness;Caza;3;12,5%;
434;Stunky;Normal;Gen 4;Ruby;City;Caza;2;12,5%;
434;Stunky;Normal;Gen 4;Ruby;City;Caza;3;12,5%;
434;Stunky;Normal;RANDOM;Ruby;City;Candidato a caza;;;2/3 flechas
434;Stunky;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;2/3 flechas
434;Stunky;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2 flechas
434;Stunky;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;2/3 flechas
434;Stunky;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
435;Skuntank;Normal;;;;Evolucion;;;Evolucion de Stunky
436;Bronzor;Normal;Gen 4;Ruby;Cave;Caza;2;14,08%;
436;Bronzor;Normal;Gen 4;Ruby;Cave;Caza;3;14,08%;
436;Bronzor;Normal;Gen 4;Zafiro;Cave;Caza;2;14,08%;
436;Bronzor;Normal;Gen 4;Zafiro;Cave;Caza;3;14,08%;
436;Bronzor;Normal;Gen 4;Ruby;Volcano;Caza;2;12,5%;
436;Bronzor;Normal;Gen 4;Ruby;Volcano;Caza;3;14,08%;
436;Bronzor;Normal;Gen 4;Ruby;Ruin;Caza;2;12,5%;
436;Bronzor;Normal;Gen 4;Ruby;Ruin;Caza;3;12,5%;
436;Bronzor;Normal;Gen 4;Zafiro;Ruin;Caza;2;12,5%;
436;Bronzor;Normal;Gen 4;Zafiro;Ruin;Caza;3;12,5%;
436;Bronzor;Normal;Gen 4;Zafiro;Ice Cave;Caza;2;12,5%;
436;Bronzor;Normal;Gen 4;Zafiro;Ice Cave;Caza;3;12,5%;
436;Bronzor;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
436;Bronzor;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2/3 flechas
436;Bronzor;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
436;Bronzor;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
436;Bronzor;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
436;Bronzor;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2/3 flechas
437;Bronzong;Normal;;;;Evolucion;;;Evolucion de Bronzor
438;Bonsly;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;8%;
438;Bonsly;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;8%;
438;Bonsly;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
438;Bonsly;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
439;Mime Jr.;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;8%;
439;Mime Jr.;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;8%;
439;Mime Jr.;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
439;Mime Jr.;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
440;Happiny;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;8%;
440;Happiny;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;8%;
440;Happiny;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
440;Happiny;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
441;Chatot;Normal;Gen 4;Ruby;Plains;Caza;3;12,5%;
441;Chatot;Normal;Gen 4;Zafiro;Plains;Caza;3;12,5%;
441;Chatot;Normal;Gen 4;Ruby;Ocean;Caza;2;12,5%;
441;Chatot;Normal;Gen 4;Ruby;Ocean;Caza;3;12,5%;
441;Chatot;Normal;Gen 4;Zafiro;Ocean;Caza;2;12,5%;
441;Chatot;Normal;Gen 4;Zafiro;Ocean;Caza;3;12,5%;
441;Chatot;Normal;Gen 4;Ruby;Safari Zone;Caza;3;12,5%;
441;Chatot;Normal;Gen 4;Zafiro;Wilderness;Caza;3;12,5%;
441;Chatot;Normal;Gen 4;Ruby;City;Caza;3;12,5%;
441;Chatot;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
441;Chatot;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
441;Chatot;Normal;RANDOM;Ruby;Plains;Candidato a caza;;;3 flechas
441;Chatot;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;3 flechas
441;Chatot;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
441;Chatot;Normal;RANDOM;Zafiro;Plains;Candidato a caza;;;3 flechas
441;Chatot;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;3 flechas
442;Spiritomb;Normal;Gen 4;Ruby;Ruin;Caza;2;12,5%;
442;Spiritomb;Normal;Gen 4;Zafiro;Ruin;Caza;2;12,5%;
442;Spiritomb;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;2 flechas
442;Spiritomb;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;2 flechas
443;Gible;Normal;Gen 4;Ruby;Cave;Caza;2;14,08%;
443;Gible;Normal;Gen 4;Ruby;Cave;Caza;3;14,08%;
443;Gible;Normal;Gen 4;Zafiro;Cave;Caza;2;14,08%;
443;Gible;Normal;Gen 4;Zafiro;Cave;Caza;3;14,08%;
443;Gible;Normal;Gen 4;Ruby;Volcano;Caza;2;12,5%;
443;Gible;Normal;Gen 4;Ruby;Volcano;Caza;3;14,08%;
443;Gible;Normal;Gen 4;Zafiro;Ice Cave;Caza;2;12,5%;
443;Gible;Normal;Gen 4;Zafiro;Ice Cave;Caza;3;12,5%;
443;Gible;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;2/3 flechas
443;Gible;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
443;Gible;Normal;RANDOM;Zafiro;Cave;Candidato a caza;;;2/3 flechas
443;Gible;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
444;Gabite;Normal;;;;Evolucion;;;Evolucion de Gible
445;Garchomp;Normal;;;;Evolucion;;;Evolucion de Gabite
446;Munchlax;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;8%;
446;Munchlax;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;8%;
446;Munchlax;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;2,67%;
446;Munchlax;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;2,67%;
447;Riolu;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;12%;
447;Riolu;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;12%;
447;Riolu;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
447;Riolu;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
448;Lucario;Normal;;;;Evolucion;;;Evolucion de Riolu
449;Hippopotas;Normal;Gen 4;Ruby;Safari Zone;Caza;2;12,5%;
449;Hippopotas;Normal;Gen 4;Ruby;Safari Zone;Caza;3;12,5%;
449;Hippopotas;Normal;Gen 4;Ruby;Volcano;Caza;2;12,5%;
449;Hippopotas;Normal;Gen 4;Ruby;Volcano;Caza;3;14,08%;
449;Hippopotas;Normal;Gen 4;Zafiro;Wilderness;Caza;2;12,5%;
449;Hippopotas;Normal;Gen 4;Zafiro;Wilderness;Caza;3;12,5%;
449;Hippopotas;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
449;Hippopotas;Normal;RANDOM;Ruby;Volcano;Candidato a caza;;;2/3 flechas
449;Hippopotas;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
450;Hippowdon;Normal;;;;Evolucion;;;Evolucion de Hippopotas
451;Skorupi;Normal;Gen 4;Ruby;Safari Zone;Caza;2;12,5%;
451;Skorupi;Normal;Gen 4;Ruby;Safari Zone;Caza;3;12,5%;
451;Skorupi;Normal;Gen 4;Zafiro;Wilderness;Caza;2;12,5%;
451;Skorupi;Normal;Gen 4;Zafiro;Wilderness;Caza;3;12,5%;
451;Skorupi;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
451;Skorupi;Normal;RANDOM;Zafiro;Wilderness;Candidato a caza;;;2/3 flechas
452;Drapion;Normal;;;;Evolucion;;;Evolucion de Skorupi
453;Croagunk;Normal;Gen 4;Ruby;Safari Zone;Caza;2;12,5%;
453;Croagunk;Normal;Gen 4;Ruby;Safari Zone;Caza;3;12,5%;
453;Croagunk;Normal;Gen 4;Zafiro;Lake;Caza;2;12,5%;
453;Croagunk;Normal;Gen 4;Zafiro;Lake;Caza;3;12,5%;
453;Croagunk;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
453;Croagunk;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
454;Toxicroak;Normal;;;;Evolucion;;;Evolucion de Croagunk
455;Carnivine;Normal;Gen 4;Ruby;Safari Zone;Caza;2;12,5%;
455;Carnivine;Normal;Gen 4;Ruby;Safari Zone;Caza;3;12,5%;
455;Carnivine;Normal;Gen 4;Zafiro;Lake;Caza;2;12,5%;
455;Carnivine;Normal;Gen 4;Zafiro;Lake;Caza;3;12,5%;
455;Carnivine;Normal;RANDOM;Ruby;Safari Zone;Candidato a caza;;;2/3 flechas
455;Carnivine;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
456;Finneon;Normal;Gen 4;Ruby;Ocean;Caza;2;25%;
456;Finneon;Normal;Gen 4;Ruby;Ocean;Caza;3;25%;
456;Finneon;Normal;Gen 4;Zafiro;Ocean;Caza;2;25%;
456;Finneon;Normal;Gen 4;Zafiro;Ocean;Caza;3;25%;
456;Finneon;Normal;Gen 4;Zafiro;Lake;Caza;2;12,5%;
456;Finneon;Normal;Gen 4;Zafiro;Lake;Caza;3;12,5%;
456;Finneon;Normal;RANDOM;Ruby;Ocean;Candidato a caza;;;2/3 flechas
456;Finneon;Normal;RANDOM;Zafiro;Lake;Candidato a caza;;;2/3 flechas
456;Finneon;Normal;RANDOM;Zafiro;Ocean;Candidato a caza;;;2/3 flechas
457;Lumineon;Normal;;;;Evolucion;;;Evolucion de Finneon
458;Mantyke;Normal;Gen 4;Ruby;Cualquier zona;Huevo;;12%;
458;Mantyke;Normal;Gen 4;Zafiro;Cualquier zona;Huevo;;12%;
458;Mantyke;Normal;RANDOM;Ruby;Cualquier zona;Huevo;;4%;
458;Mantyke;Normal;RANDOM;Zafiro;Cualquier zona;Huevo;;4%;
459;Snover;Normal;Gen 4;Ruby;Cave;Caza;3;14,08%;
459;Snover;Normal;Gen 4;Zafiro;Ice Cave;Caza;2;12,5%;
459;Snover;Normal;Gen 4;Zafiro;Ice Cave;Caza;3;12,5%;
459;Snover;Normal;RANDOM;Ruby;Cave;Candidato a caza;;;3 flechas
459;Snover;Normal;RANDOM;Zafiro;Ice Cave;Candidato a caza;;;2/3 flechas
460;Abomasnow;Normal;;;;Evolucion;;;Evolucion de Snover
461;Weavile;Normal;;;;Evolucion;;;Evolucion de Sneasel
462;Magnezone;Normal;;;;Evolucion;;;Evolucion de Magneton
463;Lickilicky;Normal;;;;Evolucion;;;Evolucion de Lickitung
464;Rhyperior;Normal;;;;Evolucion;;;Evolucion de Rhydon
465;Tangrowth;Normal;;;;Evolucion;;;Evolucion de Tangela
466;Electivire;Normal;;;;Evolucion;;;Evolucion de Electabuzz
467;Magmortar;Normal;;;;Evolucion;;;Evolucion de Magmar
468;Togekiss;Normal;;;;Evolucion;;;Evolucion de Togetic
469;Yanmega;Normal;;;;Evolucion;;;Evolucion de Yanma
470;Leafeon;Normal;;;;Evolucion;;;Evolucion de Eevee (Gen 4 o RANDOM, Forest de ambos tableros)
471;Glaceon;Normal;;;;Evolucion;;;Evolucion de Eevee (Gen 4 o RANDOM, Ice Cave de Zafiro o Cave de Ruby)
472;Gliscor;Normal;;;;Evolucion;;;Evolucion de Gligar
473;Mamoswine;Normal;;;;Evolucion;;;Evolucion de Piloswine
474;Porygon-Z;Normal;;;;Evolucion;;;Evolucion de Porygon2
475;Gallade;Normal;;;;Evolucion;;;"Evolucion de Kirlia (Gen 4/RANDOM: si falta y la otra rama ya esta capturada; si ambas estan capturadas, Zafiro)"
476;Probopass;Normal;;;;Evolucion;;;Evolucion de Nosepass
477;Dusknoir;Normal;;;;Evolucion;;;Evolucion de Dusclops
478;Froslass;Normal;;;;Evolucion;;;"Evolucion de Snorunt (Gen 4/RANDOM: si falta y la otra rama ya esta capturada; si ambas estan capturadas, Zafiro)"
479;Rotom;Normal;Gen 4;Ruby;Ruin;Caza;3;12,5%;
479;Rotom;Normal;Gen 4;Zafiro;Ruin;Caza;3;12,5%;
479;Rotom;Normal;Gen 4;Ruby;City;Caza;3;12,5%;
479;Rotom;Normal;RANDOM;Ruby;City;Candidato a caza;;;3 flechas
479;Rotom;Normal;RANDOM;Ruby;Ruin;Candidato a caza;;;3 flechas
479;Rotom;Normal;RANDOM;Zafiro;Ruin;Candidato a caza;;;3 flechas
480;Uxie;Especial;;;;Especial;;;"Gen 4, Zafiro, Lake: al menos 10 capturas/evoluciones. 20% compartido entre Uxie y Azelf; al capturar uno, el otro conserva el 20%."
481;Mesprit;Especial;;;;Especial;;;Gen 4, ambos tableros: 5% en cualquier zona, aumentado al 20% en Lake. Sin minimo de capturas.
482;Azelf;Especial;;;;Especial;;;"Gen 4, Zafiro, Lake: al menos 10 capturas/evoluciones. 20% compartido entre Uxie y Azelf; al capturar uno, el otro conserva el 20%."
483;Dialga;Especial;;;;Especial;;;Gen 4, Zafiro, cualquier zona: Uxie, Azelf y Mesprit capturados en la Pokedex y al menos 20 capturas/evoluciones en la partida. 25%.
484;Palkia;Especial;;;;Especial;;;Gen 4, Ruby, cualquier zona: Uxie, Azelf y Mesprit capturados en la Pokedex y al menos 20 capturas/evoluciones en la partida. 25%.
485;Heatran;Especial;;;;Especial;;;Gen 4, Ruby, Volcano: al menos 15 capturas/evoluciones en la partida. 25%.
486;Regigigas;Especial;;;;Especial;;;Gen 4, ambos tableros, Ruin: Regirock, Regice y Registeel capturados en la Pokedex. 25%, sin minimo de capturas en partida.
487;Giratina;Especial;;;;Especial;;;Gen 4, ambos tableros, cualquier zona: Dialga y Palkia capturados en la Pokedex y al menos 20 capturas/evoluciones en la partida. 25%.
488;Cresselia;Especial;;;;Especial;;;Gen 4, ambos tableros, cualquier zona: 5%, sin minimo de capturas.
489;Phione;Especial;;;;Especial;;;Gen 4, ambos tableros, Ocean: haber capturado a Manaphy en esta partida. 25%.
490;Manaphy;Especial;;;;Especial;;;"Gen 4 o RANDOM, ambos tableros: capturar cinco Pokemon de huevo en cualquier bioma. El siguiente huevo entregado en Ocean sera el huevo especial de Manaphy desde que aparece. Al iniciar ese intento se consume el contador; si se pierde, hay que capturar cinco huevos de nuevo. No entra en el sorteo ordinario."
491;Darkrai;Especial;;;;Especial;;;Gen 4, ambos tableros, cualquier zona: haber capturado a Cresselia en esta partida y llevar al menos 15 capturas/evoluciones. 25%.
492;Shaymin;Especial;;;;Especial;;;Gen 4, ambos tableros, Forest: al menos 15 capturas/evoluciones en la partida. 25%.
493;Arceus;Especial;;;;Especial;;;Gen 4, ambos tableros, cualquier zona: Dialga, Palkia y Giratina capturados en la Pokedex y al menos 30 capturas/evoluciones en la partida. 25%.
522;Blitzle;Normal;;;;Sin ruta natural detectada;;;
523;Zebstrika;Normal;;;;Evolucion;;;Evolucion de Blitzle
523;Zebstrika;Normal;;;;Sin ruta natural detectada;;;
610;Axew;Normal;;;;Sin ruta natural detectada;;;
698;Amaura;Normal;;;;Sin ruta natural detectada;;;
722;Rowlet;Normal;;;;Sin ruta natural detectada;;;
840;Applin;Normal;;;;Sin ruta natural detectada;;;
909;Fuecoco;Normal;;;;Sin ruta natural detectada;;;
